lat,lon
41.854400634765625,12.505999565124512
41.854400634765625,12.505999565124512
41.84579849243164,12.545599937438965
41.84550094604492,12.489500045776367
41.83980178833008,12.539799690246582
41.84479904174805,12.49120044708252
41.84130096435547,12.491999626159668
41.84629821777344,12.488900184631348
41.850399017333984,12.487799644470215
41.843841552734375,12.48960018157959
41.85076141357422,12.488269805908203
41.84870147705078,12.487170219421387
41.84108352661133,12.498785972595215
41.84553146362305,12.482060432434082
41.85334014892578,12.506230354309082
41.841468811035156,12.491439819335938
41.84498977661133,12.4824857711792
41.843841552734375,12.48960018157959
41.8437385559082,12.484660148620605
41.8431396484375,12.486105918884277
41.84471893310547,12.483099937438965
41.84382629394531,12.487561225891113
41.84690856933594,12.482769966125488
41.84587860107422,12.485739707946777
41.8468017578125,12.4889497756958
41.849239349365234,12.52379035949707
41.85272979736328,12.495220184326172
41.844730377197266,12.481559753417969
41.842491149902344,12.49094009399414
41.863800048828125,12.471199989318848
41.8567008972168,12.480899810791016
41.857601165771484,12.482500076293945
41.865299224853516,12.465900421142578
41.865299224853516,12.471599578857422
41.862998962402344,12.46679973602295
41.86309814453125,12.47089958190918
41.87049865722656,12.468099594116211
41.854801177978516,12.490300178527832
41.86320114135742,12.469400405883789
41.86360168457031,12.474599838256836
41.86520004272461,12.467700004577637
41.85329818725586,12.480299949645996
41.86360168457031,12.470499992370605
41.86920166015625,12.462900161743164
41.85419845581055,12.4753999710083
41.86280059814453,12.46560001373291
41.85129928588867,12.472900390625
41.85150146484375,12.468500137329102
41.87099838256836,12.467700004577637
41.84859848022461,12.476699829101562
41.851600646972656,12.473199844360352
41.852500915527344,12.47070026397705
41.86690139770508,12.465100288391113
41.862098693847656,12.467499732971191
41.87160110473633,12.46780014038086
41.870399475097656,12.468000411987305
41.85459899902344,12.47920036315918
41.85279846191406,12.475099563598633
41.870601654052734,12.463399887084961
41.86439895629883,12.466500282287598
41.86909866333008,12.462900161743164
41.867401123046875,12.469499588012695
41.86819839477539,12.462699890136719
41.86669921875,12.465100288391113
41.86320114135742,12.464300155639648
41.85409927368164,12.47920036315918
41.86280059814453,12.465700149536133
41.867401123046875,12.468899726867676
41.86399841308594,12.46660041809082
41.8650016784668,12.461999893188477
41.86909866333008,12.461700439453125
41.86690139770508,12.466099739074707
41.85599899291992,12.483499526977539
41.851200103759766,12.484700202941895
41.857601165771484,12.481900215148926
41.85100173950195,12.484399795532227
41.85490036010742,12.483499526977539
41.865699768066406,12.465399742126465
41.863800048828125,12.467399597167969
41.8567008972168,12.480899810791016
41.86320114135742,12.471400260925293
41.864898681640625,12.464900016784668
41.866600036621094,12.469200134277344
41.86470031738281,12.472200393676758
41.854698181152344,12.484299659729004
41.85260009765625,12.480899810791016
41.86439895629883,12.464699745178223
41.86280059814453,12.467100143432617
41.864601135253906,12.472200393676758
41.865699768066406,12.465399742126465
41.86859893798828,12.4621000289917
41.867088317871094,12.465929985046387
41.86399841308594,12.466400146484375
41.863800048828125,12.472299575805664
41.86470031738281,12.472200393676758
41.86705017089844,12.467430114746094
41.85260009765625,12.469400405883789
41.86920166015625,12.466400146484375
41.851200103759766,12.484600067138672
41.864200592041016,12.469599723815918
41.8661003112793,12.465100288391113
41.86240005493164,12.463600158691406
41.86819839477539,12.468299865722656
41.85599899291992,12.483200073242188
41.8661003112793,12.466899871826172
41.8671989440918,12.463199615478516
41.870201110839844,12.463600158691406
41.851200103759766,12.484700202941895
41.86949920654297,12.468400001525879
41.86709976196289,12.46720027923584
41.864601135253906,12.472200393676758
41.85599899291992,12.471400260925293
41.866600036621094,12.468799591064453
41.85110092163086,12.482199668884277
41.87089920043945,12.468199729919434
41.85200119018555,12.478099822998047
41.867401123046875,12.468999862670898
41.86360168457031,12.474599838256836
41.851898193359375,12.46720027923584
41.85100173950195,12.484399795532227
41.87009811401367,12.467499732971191
41.855201721191406,12.473199844360352
41.86320114135742,12.469400405883789
41.869598388671875,12.467700004577637
41.867401123046875,12.468999862670898
41.86309814453125,12.47089958190918
41.868900299072266,12.46679973602295
41.862998962402344,12.464300155639648
41.864498138427734,12.472000122070312
41.854400634765625,12.48490047454834
41.85609817504883,12.473400115966797
41.864898681640625,12.46720027923584
41.86690139770508,12.465200424194336
41.862998962402344,12.46679973602295
41.86389923095703,12.473299980163574
41.87049865722656,12.466400146484375
41.863800048828125,12.473299980163574
41.862098693847656,12.468700408935547
41.85430145263672,12.480999946594238
41.85430145263672,12.480999946594238
41.864498138427734,12.464900016784668
41.86360168457031,12.467599868774414
41.86439895629883,12.470199584960938
41.871498107910156,12.467399597167969
41.86399841308594,12.466500282287598
41.854400634765625,12.484800338745117
41.86399841308594,12.466500282287598
41.86389923095703,12.471400260925293
41.86320114135742,12.468600273132324
41.868900299072266,12.468099594116211
41.87089920043945,12.463199615478516
41.869598388671875,12.462200164794922
41.86949920654297,12.462200164794922
41.85449981689453,12.484700202941895
41.8572998046875,12.484100341796875
41.85609817504883,12.473400115966797
41.85609817504883,12.473400115966797
41.8519401550293,12.486068725585938
